dt	activity	coherence	attention	channel	observed	roamX	roamY	flip	lit
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	tool	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	memory	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	code	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	filesystem	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	network	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	browser	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	communication	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	agent	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	orchestration	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	error	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0.95	human	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.62	0.85	0	other	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.7	0.55	0	code	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
0.03333333333333333	0.9	0.25	0	error	1	0	0	1	1
